x,y,z
204.55231532256641,346.15035302252704,a
249.13283060825785,368.44631618121997,a
195.07889191807962,363.07245039165986,a
243.33680569923524,366.34381983508183,a
265.26601355028623,397.0748030028552,a
237.83281165167165,361.08277267824985,a
183.7583049906805,364.59341420331236,a
166.68115210310475,368.7729601238598,a
148.4002869607595,403.42966165891664,a
195.33787780368363,351.5434364801171,a
171.78479748427023,328.1764488069989,a
230.9624327833239,352.55348230013556,a
219.0385985074727,360.5706082219459,a
164.56533801181877,381.74879469573557,a
194.57246966181185,384.9614516903471,a
201.48246809213987,403.44214702609383,a
187.70986879705092,371.1079204317908,a
187.70582286607785,361.34705627137157,a
210.66152685037912,317.8046582837069,a
222.32932186203308,347.5755998097005,a
262.1575498908931,343.80575993191667,a
200.48597667081995,345.3272535028244,a
239.40460777454678,327.27002023390605,a
189.827829263156,343.96181226875945,a
213.58932484430295,352.1439266271891,a
209.10570225253295,340.5685997976691,a
253.28155742892062,386.1659018830542,a
172.403491299417,373.8420958266343,a
140.55270051166286,333.93888594483985,a
170.4045354105491,352.2230571678622,a
208.24466904101328,367.2893267157699,a
201.6916187719725,366.09520674933856,a
218.61505237588676,352.4462141352926,a
181.5249635348847,317.008917859429,a
208.73349092583436,329.6846800223865,a
215.1633704895075,350.3366573876277,a
150.9072534598948,308.6516162957355,a
253.30681069895022,360.53801932573515,a
248.4960365362238,314.7574712531879,a
184.45332874849313,354.6233612265414,a
214.4873427465616,358.6750472751939,a
264.6378392150415,367.52172847938624,a
200.89906424153082,316.3783325563661,a
176.0719358738405,372.58548321669934,a
234.2421819824463,317.6520390011102,a
167.49751735335212,388.12741042160246,a
212.6234476802679,340.4496198976378,a
201.827881112227,369.8748480799104,a
174.53311019300025,359.90381848668187,a
232.53283657460085,375.37345517118047,a
191.93165187156765,299.5916481553795,a
197.3190052378319,322.85631118255355,a
233.44481637352834,347.93927312861354,a
179.3161270320903,388.7496165582769,a
154.33879706634772,368.8614165172597,a
206.9453692119698,388.4385612136879,a
203.67504434978295,318.38026220854425,a
212.98804954588573,354.8224460089285,a
194.00729348082965,337.95495918031315,a
234.61584720614098,365.87349562043045,a
251.8444184503176,385.7100870381174,a
210.61243826112158,327.42835339481553,a
241.32658869260035,359.9501721162023,a
224.52617254501368,382.88895490934766,a
192.19718240263262,373.10569309770057,a
162.21512414554726,357.88027350706477,a
177.9412351107178,373.9207581166622,a
245.66095419150307,339.06038283730686,a
256.6328167203875,344.8548737085673,a
155.81842844615414,329.76619054908826,a
215.96192125433413,378.67250965117114,a
223.26776913938477,332.8232319142956,a
214.37588914057233,382.21807925205684,a
214.89087720096222,370.7188374168835,a
176.03070049303793,371.13328676940074,a
219.8636101132351,340.9935157481481,a
184.72759137687277,374.32187876242904,a
166.8415373306459,377.7065345156851,a
170.17882432068674,413.70136835315617,a
184.05439830204318,375.7785216882501,a
199.68689663207576,365.1233288112838,a
190.56592403276312,359.51184228153977,a
261.0647397553647,356.260828701174,a
210.65960152060046,389.5086957394932,a
185.2914531118027,365.4869304318959,a
161.16565615314076,327.00082355699163,a
164.13278095688798,380.0317466278017,a
214.9211840265494,361.49897618122725,a
211.56723292025555,371.486841634397,a
183.91983322444017,364.1281244957679,a
229.032653661557,354.15381992879605,a
189.35593638142035,364.50813157157904,a
181.7820482440906,360.9169972533716,a
201.83828185072863,354.27551427775757,a
199.79410238744583,366.8661850085915,a
176.45712984700035,395.1693827271405,a
179.46827152329894,352.9851334965208,a
168.34801908708818,360.18021527004623,a
259.6925479194438,351.356623929212,a
212.92786834441173,407.6539370936956,a
181.7414190146848,333.1294148960338,a
198.581769237311,339.22514334188577,a
148.38144779505888,365.7403202380566,a
183.4394556505764,326.5732458575569,a
213.47650601671532,330.8851691725864,a
230.5876400818998,355.45720095789716,a
258.95431912420446,382.11158430035925,a
155.06393549987263,437.61384419920955,a
205.05952428007447,357.5114197328823,a
162.4251633274532,353.4014102240833,a
168.21117512554986,324.9605292502913,a
184.4337582946262,398.9767992583732,a
189.14602443542105,347.39008608832387,a
187.96050237436515,399.70586865545033,a
199.55703652344263,355.8323294242274,a
201.9853621150703,382.310412662115,a
162.85470324046634,354.13530338122723,a
210.57803402273476,370.8266490385274,a
205.69616224006575,372.3574856420182,a
178.7168135301446,360.5443358252821,a
192.8580764863521,313.71951026187804,a
233.90159432021525,324.912479818938,a
220.90128198210746,384.1095057281154,a
216.77140246311143,390.0825862525751,a
175.14574541904256,353.9874918238128,a
212.25187434281406,388.254917379956,a
179.0629578248509,368.13678216205733,a
207.8560461573008,397.33184541143964,a
190.41192826409787,397.0720553641102,a
145.69381745668295,374.9096270912191,a
233.72284168258508,363.11511101988674,a
201.74527761950228,346.53997854314906,a
231.54849474652667,308.37748723608075,a
172.81524790198614,367.80971914858304,a
241.02913223143662,408.9147806684677,a
251.03809617317364,370.70476075323825,a
161.4109272450875,381.87452301015355,a
199.96046877523125,375.4150161743688,a
160.78252108396924,413.35070230656817,a
180.9932898059326,386.46196848950876,a
196.78097777357547,387.0859739162212,a
205.6005719012166,322.3824768659862,a
212.4016054876285,380.50704433930986,a
206.47967291092235,348.5983142987643,a
185.83353215712071,367.48976231884194,a
196.50544165481742,392.6126569375853,a
187.92441501056814,336.05257296427476,a
189.61746024710177,372.101732142433,a
211.33124093947777,345.6747194247299,a
187.26159287716564,350.6888806691144,a
146.8774865444369,412.9174579284178,a
147.2429509737375,369.2081513896439,a
166.79560774618074,367.00216499036526,a
194.57825957791303,336.30652392982597,a
192.39311081637766,323.98305472136417,a
246.58738698280885,405.7080043348872,a
224.27555670419224,312.939922418809,a
199.4315920548874,303.19363997827145,a
234.06385997256118,363.11080198859185,a
237.01965309254737,323.6998891522446,a
180.6048026068708,378.7929898640257,a
224.11664797279158,326.1979321899595,a
226.286044285781,360.377641626094,a
223.98332597410845,323.16953917404237,a
218.74593767686807,358.2883694673038,a
254.19295431694522,347.7948908462738,a
211.2900488864645,374.6315840683611,a
220.01590661365765,379.09715668972564,a
179.59936008097895,332.85999951740405,a
221.23840233093534,376.6962961508238,a
165.21971209609293,355.0333659690077,a
198.10894708752073,344.59995813368346,a
182.5507096041657,357.1950274931297,a
185.01540341972213,361.5297503397912,a
233.38758405947354,387.995773279937,a
190.91746520226982,321.12749424591505,a
167.24996042213814,390.4884267261624,a
197.75629423260824,358.71304437326035,a
239.79007468448947,380.14818174636173,a
215.32787014175716,347.3870196086456,a
239.11804690291106,335.47843163997845,a
227.6901360947283,353.6549036403628,a
188.32633806494522,348.6690425012747,a
184.58916620379844,387.0896851129034,a
233.7902793025409,371.85010939316777,a
209.63525230541396,326.7803277775985,a
229.54013684599747,425.26692322750307,a
165.9557098850217,400.8962290455934,a
194.44262208026524,391.0540730480981,a
186.07042169028213,386.43111376725767,a
161.3375299655507,379.9528764352964,a
232.856398356305,375.7404245733563,a
220.14777264311843,419.48889072741053,a
201.1539846525279,356.67339188513523,a
176.66564588527075,332.5197913082409,a
151.89658878965028,380.17674703161117,a
216.54425437986296,362.7180362934419,a
168.51977818449987,394.8821290573658,a
288.9867162238671,424.31139125798643,b
349.9445916097555,382.05281352303837,b
316.95808961984227,407.02681776396344,b
379.4229396017962,440.3614510667494,b
305.1872188278285,474.1200585394952,b
360.9966411667335,418.16556534408437,b
292.93076602833435,408.0719629429801,b
351.45407303188966,469.8018319039835,b
361.89612602832335,445.414709037368,b
314.1852757684912,425.54907779075216,b
363.4081734086332,423.1659579034659,b
312.45935084242177,443.1845639346966,b
363.1980213993978,432.5849503785753,b
332.82999351541605,420.77392168969715,b
308.81843053350764,455.03112981364814,b
349.9992546714685,415.9791397667267,b
313.93240945370053,400.971949527176,b
348.2749152521227,443.9184480224225,b
330.8542362851729,457.1878814192198,b
315.6675844894542,463.01150940857036,b
334.92278901800023,418.7814973821924,b
331.9640913409919,450.55039695460886,b
324.5625436019226,456.00124861861394,b
346.98431332238493,429.35603210318914,b
360.5537989711075,422.084627289708,b
321.2861645004258,418.55091336023077,b
340.0026842291446,427.106615472652,b
297.4061073904328,429.55289714269367,b
364.2900776806773,430.6682294078629,b
363.57062113085357,468.69995953878737,b
334.0240069579879,421.51886078311486,b
309.8537913656377,453.0475271573426,b
311.4798969189114,429.30783678433215,b
322.64659861458506,454.00887358806335,b
326.2565662613611,452.11226319017027,b
314.66887463120236,462.60444110134034,b
302.87018463341656,511.31456832508167,b
265.81506175463204,429.61995133867254,b
311.6274261059781,434.0650541688018,b
291.1055016616551,390.9843682656856,b
303.89476169154256,441.97118415028837,b
362.6690712482166,371.49790614210156,b
300.5153004430658,422.13288922215514,b
307.54712970121557,477.43430921247125,b
299.18078170294314,396.57703663347166,b
270.85487753007345,443.80202378269234,b
298.75141393196526,467.23444696839243,b
241.20691070629672,440.0457814839502,b
288.5610014943081,416.63334935136675,b
248.13681987689316,439.8627190303522,b
273.71292350947215,427.1856226917268,b
254.0716163442167,417.53910344003066,b
285.7460032573314,436.3385364241478,b
247.8100404896718,428.1027129356344,b
303.3516821544172,428.33505895068254,b
329.7308658142492,413.9486603307676,b
311.134557315106,434.0908332681448,b
374.40412161322524,403.1203283303511,b
321.90031278902546,441.83437637125024,b
344.7694585671861,476.4783223245585,b
313.53000007419297,471.8322107371283,b
315.64982082036164,412.06530706881915,b
343.88478146473653,444.286080077838,b
397.1673676663977,409.107316284483,b
341.60232146783886,429.9521737734493,b
320.2657386307953,443.69319554524134,b
336.6549091118171,461.5692330250375,b
352.02187478343683,426.9370877825375,b
271.015032353776,446.2899899998474,b
349.21471215271475,382.7757555669053,b
352.1835373485058,410.17820387183616,b
334.3581820431644,460.7933294987354,b
321.39727402050994,425.7561455049095,b
325.4572293481638,382.3975561825439,b
326.54596912157433,453.0445082977555,b
355.5336973189993,375.0099710891526,b
374.8807266599621,414.6262601333543,b
196.3110865272991,359.817334196292,a
165.92235923685905,306.47640304327103,a
208.8277476119944,348.0816651402522,a
201.7922570406984,315.7185811483728,a
210.90405257139182,352.6927283753246,a
225.45134929722593,351.19569413856186,a
193.64791742769427,386.51864919235163,a
182.72251067148287,347.1064385207799,a
182.07500982515978,363.1050733321914,a
211.0538240571043,349.05721787162116,a
223.72013934599428,356.9686904174026,a
220.74351202251393,347.3722846464886,a
197.2247596931583,396.8584849756623,a
151.42422092230095,342.9003562554934,a
182.19271932306944,370.9765545484448,a
211.83655771458012,371.344282878978,a
268.342609549722,344.5554057292205,a
226.1394118016815,325.69528096114186,a
217.87638413635858,337.3930768670332,a
173.2379610270495,336.0576437920489,a
209.95846233006628,345.0977455444346,a
189.8770710819203,345.5079714589665,a
173.56804839920633,314.11419161650053,a
204.13442954064917,364.7610348788727,a
244.9388627391435,318.1396483159258,a
177.74807281147136,317.19672899200384,a
213.3297168471936,361.9939913658514,a
224.7285625795044,351.64671001151913,a
211.33758246649114,367.32784272041295,a
217.72325254882162,389.61208933102284,a
226.5278465147528,387.99400093324306,a
211.57770777140774,360.9844192742347,a
214.21048995441998,379.46810410545845,a
274.463330449243,332.26328044976674,a
205.3860251976203,361.8269213202401,a
218.88541236808442,408.44055037196154,a
231.9299750102547,357.55977196240366,a
176.5016305077609,392.59438345757167,a
190.25821276716428,412.4922923059223,a
209.03477349102914,386.4118834966332,a
192.45736729169315,327.71156660624877,a
165.19533015523,374.6002943041973,a
179.80546169025507,337.4353079256229,a
189.21294135817797,370.81633793742617,a
235.85263598096972,372.9324190814001,a
172.9104667743896,349.96840882255754,a
218.45664818046123,358.1533201226383,a
217.0191036176854,368.85976430289946,a
243.6488204858283,238.91367903812886,c
287.8312172150819,233.8314170105162,c
273.2115579980477,276.8978743304105,c
213.27589848745288,225.40559800171303,c
278.1641340595449,256.634253343562,c
271.9474109055791,240.94232193462307,c
278.52789459624074,292.7447365286453,c
274.56131953920277,219.4285365185794,c
275.9571743143695,260.5665590229603,c
250.89294163545162,199.7072418605075,c
285.0657749239865,282.156824460181,c
243.88915898150404,254.8064324429971,c
234.80222703080528,223.7821365174048,c
279.4546825030368,243.77019720910596,c
226.63334755617598,238.26423174868683,c
275.9561930161865,215.46493558302063,c
273.8380505270732,250.495539513579,c
258.69007178265105,242.8768069635455,c
222.15609751550812,232.37841523942467,c
295.5233087188908,239.35579938817483,c
284.6412487534175,232.38875738879005,c
292.93068215624385,197.58610331731882,c
311.79224828061564,190.0367768894438,c
257.62990805589067,231.89798212849945,c
254.5487190115354,220.53527685921728,c
243.02033576230508,223.17241933976618,c
283.90883971533367,229.92183427076623,c
277.9904709363479,206.5661504088726,c
263.85768279158196,210.30516219877302,c
281.0239855810574,230.41599165055067,c
271.18855253225047,258.0397637824193,c
260.89637724230556,246.20774144292932,c
283.5541763835689,251.60847891482607,c
299.2716832267369,218.06969947686565,c
306.90183542672736,251.64317725510017,c
264.98270916949593,239.73729166710598,c
224.59698113423713,250.12354002420318,c
260.86586892895104,186.77668338103842,c
277.04717394457174,172.2415486173229,c
271.503071261415,171.13653851526135,c
282.7484635894194,223.333449671726,c
258.8944175941616,254.65720959473873,c
245.87916667906205,249.4278973396344,c
221.27292365673944,197.30595573130745,c
306.15316822954685,206.9355371568089,c
259.0674787653379,243.6294246463621,c
283.103885644164,212.97485130610727,c
242.1356611984766,200.7312042291112,c
274.1541153920533,227.48026993415476,c
273.0047090299744,219.16785504778483,c
262.35169210928314,216.49243554081238,c
250.11841817922178,221.26286002478525,c
223.7703814026563,265.63086284673193,c
272.26013439559233,261.46475581351797,c
277.6354727589723,216.9632523997115,c
258.1087736009601,232.70576275639905,c
223.1996061642283,236.85388438254404,c
254.10122689877647,209.5993131575454,c
286.39772090138626,232.3033008133894,c
246.36457075027118,208.05712328730561,c
262.1947837149133,210.4599371843551,c
270.53740073412473,226.41057218414198,c
231.1951547211721,233.8131730269389,c
272.41093551126755,183.69821882494546,c
249.74118278055823,258.387791114808,c
259.4861646919351,208.06687300218692,c
266.6080432915236,225.194688115399,c
253.60232673029955,235.46712697365643,c
270.3503504343389,239.86053016691176,c
251.82504956107863,229.66473005317118,c
248.8383733957585,174.93061748929165,c
301.3759798596661,206.64253088988175,c
238.79166555368704,233.63666128609748,c
261.1378573698829,267.80799761292,c
215.69605485373668,220.94365887036213,c
287.7733760258551,257.34943009275867,c
234.2006375060963,214.8085406720365,c
200.33020754429975,224.8925402436313,c
285.80888496204506,217.63856852380235,c
268.0234150060561,243.99217641694673,c
268.49611428674496,254.99878546820705,c
253.20685942122452,259.53987350259774,c
245.20099967966007,240.38645844157475,c
285.8236808797606,237.930354661533,c
227.55077387866254,267.96811052543313,c
251.89999491982556,267.7533965262953,c
223.1356515167857,234.15081428159385,c
249.4564814894395,202.35374914004205,c
260.46468569833894,196.83403811200185,c
301.5550336764802,185.00353115777716,c
263.3757278191772,213.2242275065896,c
248.28551178810287,212.72313056022682,c
271.44802760733336,239.73722718098008,c
265.14830102547774,254.1511035003645,c
269.2151295041809,247.97791529808384,c
281.66778607366956,241.26149078021115,c
275.49284224860986,183.32349976953128,c
300.0616565634728,185.38561100024697,c
265.0972081112244,237.442471567114,c
281.6318583336372,262.95852677443384,c
274.3007332504322,212.08231956828354,c
244.52545984430571,267.70473655298497,c
266.2878356614921,259.59892874994466,c
253.92015019631572,189.3696125879572,c
254.1026932997009,232.75418549753442,c
205.3129455573986,250.73230976397915,c
237.21201585751842,221.50359339853975,c
307.18916587919523,206.89045828356552,c
252.606044124223,263.44568770522096,c
281.08285256992764,239.0570683193908,c
254.47205184928887,215.9586509768007,c
236.47063559836388,223.01272588301197,c
272.78937404253895,221.96641409671713,c
277.3614475396054,235.14471375986528,c
257.1830197887296,224.28328572646404,c
258.80961145911994,280.02266186851784,c
276.80087520939594,258.86026597560016,c
261.4979034379523,262.63597832387626,c
267.0710823913228,226.4989764122006,c
277.2272202222003,244.9318214819396,c
250.64352045081907,247.56139883752388,c
291.7762342556712,255.239753442606,c
268.3202607568198,249.96043073971097,c
237.5989351021823,272.0797920674669,c
305.08797250859567,249.72333428145583,c
261.42147723557747,238.26111497421374,c
242.03895570652537,264.61302347556665,c
241.32199684626983,215.4091296615182,c
278.55444968997386,246.86308929236154,c
227.52969906177998,244.54968572384595,c
261.68575649384786,223.77118959435268,c
298.4744350166121,216.3810666199854,c
241.00026606593164,201.46650495557924,c
284.25223471304395,238.3745470458186,c
248.66171392731346,223.38270907254451,c
235.9328950722621,235.85574897814,c
246.48549370952065,221.39241574409886,c
223.50498826804403,200.21165628307978,c
306.4078509924532,196.80688433475223,c
223.2540291929433,219.13423256944446,c
255.01856359131372,233.7184282558377,c
258.7535619505766,248.20383619988985,c
260.4146035684063,179.82214568548966,c
255.8638138256015,273.443387099226,c
236.89758041925154,252.12509900822255,c
275.35933170790446,206.44797065130655,c
264.0191309719306,228.53276312134687,c
217.98386020441845,256.66131656703686,c
258.3690536181571,252.57304749900354,c
236.30963421021949,230.26249712204316,c
277.4166698833159,240.55302209598017,c
229.7372420608829,233.29791049489052,c
257.07001410876944,240.7208119184204,c
287.30694695114676,232.91674177796,c
265.5098125814544,214.99339156240768,c
247.87963773857524,258.20551118254224,c
265.8228910007476,238.24244179967195,c
221.94575158232962,236.6472383665162,c
299.30039862692195,243.37540105541427,c
212.30164318797685,252.2896835653738,c
255.8393713242703,218.91266348780727,c
267.3376613369407,237.82164450144035,c
268.16314566614943,262.55784537371494,c
278.2631093855342,212.09345549894323,c
269.7851292879236,205.68353658886633,c
309.9507539815466,225.92744607354803,c
273.22602957809346,250.05100334959164,c
259.0917106389918,266.6913426723531,c
280.0272711656846,220.34969521548697,c
283.98857358509923,242.2767095196494,c
291.1388920169449,268.63156965656583,c
236.0139593292221,185.03841859784865,c
280.3373318116174,256.78002738040504,c
284.935564139231,208.0033616895011,c
254.7255275752424,238.98647353286248,c
299.88592323938167,227.05165849407592,c
247.54775492884596,271.7911081789999,c
236.95861611216193,256.1224218828363,c
265.50414307900917,212.18040573211277,c
359.5804819698408,422.6229308334248,b
315.22834545912764,465.81919022126215,b
298.8200051736082,418.3853520602697,b
342.73146051827956,420.7778639101044,b
319.1218220648839,451.3223084420124,b
346.4631834335976,440.7055111021115,b
317.127954379228,414.2169883632224,b
333.4704366204709,428.68587419811684,b
304.67563840242326,389.96301331081634,b
268.77856709100433,436.0240714301087,b
342.9738990934038,435.3871713505954,b
342.97889598552314,434.8821357389584,b
269.4302292741026,479.534381551381,b
307.92481969501637,440.8739132681916,b
323.12517845324044,402.5288826776267,b
221.26740371366373,397.98864563991236,a
192.65427327613813,374.44256696636677,a
199.09390023898405,365.44639171705734,a
187.26302871709686,327.6971193181898,a
150.38481550486284,351.5820919591208,a
231.84645610018922,334.4226181898374,a
164.2824675268746,352.3777888928281,a
190.10140075456894,383.79315157801426,a
158.84509452900207,359.42254499871075,a
211.43401460533767,355.08520621194623,a
175.58010240370186,376.7614553533592,a
218.85624147626282,334.7975751477478,a
152.64740849262014,348.84679609996886,a
186.13396202949562,323.3958555578089,a
182.8591041971732,333.7613816721596,a
149.1223537572235,338.5446205906036,a
130.5935717408985,315.97970071780094,a
203.1665549470694,291.7613895836589,a
188.17380754745398,337.6521694208481,a
169.68095886671478,277.1908240372612,a
174.2577014122697,311.7645629494464,a
149.7035476313854,271.9832917839916,a
217.03029448724826,272.8515128225755,a
151.40096847838348,315.5501859790871,a
222.78414897350925,270.3084769329404,a
164.79678692505655,285.45815057012453,a
145.37919274017406,336.7622605631259,a
168.1808825444317,316.7042578345402,a
149.35776699557454,284.00118167577955,a
180.17562230228847,318.42191728899826,a
167.83111081855986,317.381176511053,a
164.2013602340611,307.51082372234407,a
191.06002610160505,361.1449700636301,a
175.26728068507197,296.2343260714986,a
180.81923348356278,262.15963788137293,a
200.35373831844,266.33503166979085,a
154.29653002972236,293.21118944927565,a
228.3734263654619,305.1615291729056,a
176.19379500908605,255.1425057311221,a
155.8063735319786,334.2654533612962,a
137.89836249043577,348.4405625498871,a
161.19070697219124,336.10218269293256,a
123.72631021850134,350.5149017734095,a
126.91770562443111,339.0671255652021,a
173.4674883373934,341.1930261226578,a
213.70018804269438,325.08075612525585,a
200.56769031928994,350.0967576862672,a
128.98247430818174,379.4412827710241,a
218.1740487001725,322.892930578888,a
226.4718574809291,336.09982199812146,a
193.3634074514905,302.08735269714373,a
175.52389725602507,336.62428203882786,a
190.28008202408128,342.2981224671379,a
194.94789043257856,342.61749913184605,a
157.39888460145306,338.46536731853155,a
168.89265780530337,350.0070757647127,a
139.18259237724513,370.7644875496636,a
183.66959764392195,384.8902496391829,a
200.7450847289441,348.36790743929225,a
185.96266611388594,407.20330763735694,a
168.5524252287424,374.2529021550795,a
181.66867361036824,316.4008600524434,a
150.4175395366171,365.3830338664386,a
204.90006280676215,348.6467629838745,a
144.61188024108571,327.1554797373791,a
207.1802142405684,344.99340103812926,a
182.73606491844671,356.14687609352194,a
182.67753604417396,308.7602242083093,a
212.68998457112934,366.8698201304937,a
198.33162586578388,385.2179749887702,a
189.57611918247383,376.8526360545038,a
210.89196821024245,402.50270608384494,a
215.3807786555015,340.59256763000485,a
147.64933649464987,352.5460874556345,a
186.19981829982345,374.1486801968689,a
226.57966771637996,327.752309394032,a
222.20255341308408,358.0097864942942,a
198.9202168394412,359.29866916635234,a
174.65722646521448,359.4483001319401,a
215.12031430898162,356.8893471370304,a
239.88416192734928,372.34727951556533,a
114.61355474449824,311.6222352773465,a
156.05337306342727,365.9125159497432,a
218.11847137642727,365.0571525596349,a
234.7489036573125,359.7446717366528,a
224.98656401912376,301.8711677898142,a
198.14459011345383,351.7154247963765,a
158.90353306780574,362.91556184750635,a
190.72300445424372,417.88635843610086,a
333.1948979254564,293.5907946840315,d
302.2192230511145,318.26518311919483,d
352.8214448083044,268.61514250701543,d
338.6872251759869,279.2663855626278,d
343.45069679310745,296.73366398427675,d
381.3986180022982,281.42210391375465,d
333.97056466144227,294.58805405899614,d
309.3888326856104,299.9853028506865,d
322.82991460391264,292.1170437337639,d
296.3001629556351,307.02585095901924,d
335.8625877347196,299.055739719295,d
344.5404758652758,342.0468588681304,d
350.1252329620078,257.57879932254895,d
330.4534637669491,284.8657610590674,d
369.5158632565109,279.766521881073,d
344.20743926525995,279.8248655163959,d
363.42321663757343,310.8404269862999,d
323.1775175235681,312.4240820052462,d
320.1681899221775,280.57516652738934,d
355.43188867476397,338.8870602517577,d
322.55225124634757,263.50127609432377,d
306.0958046794987,253.8999281999768,d
362.98898863488915,261.48171625450846,d
326.125021957793,279.5334512883413,d
344.9376280655948,254.09725010814665,d
330.5823252345738,287.3049223976271,d
328.4511052793064,298.49713353093904,d
346.05991344290345,241.26990461510957,d
326.64175503402845,264.3028180339404,d
