X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y,A
-1.65,3.1,69,-0.95,40.0,783.6841900000002,2,1.0,3,0.0,1,1
0.77,3.3,70,1.07,31.5,669.4736695,4,1.0,2,0.0,1,0
-0.38,3.6,68,-0.44,38.0,802.1052440000002,4,0.0,5,0.0,1,1
0.19,3.1,69,-0.69,40.0,783.6841900000002,4,0.0,4,0.0,1,1
-0.07,3.4,69,-0.52,29.0,639.999987,3,0.0,4,0.0,1,0
0.0,3.6,69,0.0,46.0,928.421028,4,1.0,5,0.0,0,1
0.0,3.2,69,-1.9,32.0,667.3684059999998,3,0.0,3,0.0,0,1
0.0,2.1,48,-1.94,31.0,541.578933,3,1.0,3,0.0,0,1
1.86,2.7,64,1.63,39.0,727.894717,4,1.0,3,0.0,1,1
-1.45,3.4,67,-1.57,38.0,782.1052440000002,5,1.0,5,0.0,1,1
1.09,3.7,59,0.69,37.0,796.315771,3,1.0,4,0.0,1,1
0.59,2.9,67,0.79,40.0,763.6841900000002,3,0.0,3,1.0,0,1
-0.51,2.3,68,-0.83,40.0,703.6841900000002,0,0.0,5,0.0,0,1
0.0,3.7,68,0.0,40.0,843.6841900000002,3,0.0,4,0.0,0,1
1.55,3.5,68,1.0,35.0,744.736825,3,0.0,2,0.0,1,1
-0.16,3.5,69,0.19,39.0,807.894717,4,0.0,5,0.0,0,1
0.58,2.4,67,0.89,20.0,397.89473,3,1.0,1,0.0,1,0
-0.34,3.7,68,-0.47,45.0,922.631555,4,1.0,5,0.0,1,1
-1.02,2.4,53,-0.07,29.0,539.999987,4,1.0,2,1.0,0,0
-0.81,3.3,69,-0.51,36.0,740.526298,3,1.0,4,0.0,1,1
1.12,3.3,68,1.04,36.0,740.526298,4,0.0,3,0.0,1,1
1.07,3.9,55,0.86,31.0,721.578933,3,0.0,3,1.0,0,1
0.0,3.5,69,-0.09,39.5,815.7894535,2,1.0,6,0.0,1,0
-0.6,3.4,68,-0.19,31.0,671.578933,4,0.0,3,0.0,1,0
-1.29,2.7,66,-0.98,44.0,806.842082,2,1.0,4,0.0,1,1
0.31,3.0,69,0.07,42.0,805.263136,4,0.0,6,0.0,1,1
-1.26,3.0,67,-1.03,46.0,868.421028,3,1.0,5,0.0,1,1
1.24,3.6,69,1.31,42.0,865.2631359999998,4,1.0,5,0.0,1,1
-1.13,2.6,67,-1.25,29.5,567.8947235,5,1.0,3,0.0,0,0
0.53,3.8,67,0.57,40.0,853.6841900000002,4,0.0,3,0.0,1,1
-1.74,2.4,55,-1.28,27.0,508.421041,2,0.0,4,0.0,1,0
1.13,3.4,64,1.0,43.0,861.052609,4,0.0,5,0.0,1,0
0.35,3.7,69,0.5,39.0,827.894717,3,0.0,3,0.0,1,1
-0.33,3.7,63,-0.52,33.0,733.157879,2,1.0,2,0.0,1,1
-1.06,3.5,68,-0.99,33.0,713.157879,4,1.0,2,0.0,0,1
-0.83,3.3,69,-0.26,17.0,440.526311,4,0.0,1,0.0,0,0
-0.27,3.2,69,-0.47,36.0,730.526298,3,1.0,3,0.0,1,1
-1.32,3.3,69,-1.42,29.0,629.999987,4,0.0,2,0.0,0,1
0.54,3.5,69,0.53,42.0,855.2631359999998,3,0.0,6,0.0,1,1
1.16,3.2,67,0.43,40.0,793.6841900000002,4,0.0,3,0.0,1,1
-0.79,3.8,61,-1.18,33.0,743.157879,3,0.0,5,0.0,1,1
0.15,2.8,61,0.45,47.0,864.210501,3,1.0,4,0.0,1,0
0.28,2.5,64,0.38,28.0,534.210514,2,0.0,5,0.0,0,0
0.13,3.6,68,-0.24,32.0,707.3684059999998,4,1.0,3,0.0,1,1
-1.08,3.2,67,-1.04,31.0,651.578933,4,1.0,2,0.0,1,1
1.11,2.9,68,0.86,33.0,653.157879,4,1.0,2,0.0,1,1
-0.03,3.2,69,0.26,43.0,841.052609,4,1.0,4,0.0,1,1
-1.33,3.2,66,-0.87,30.0,635.78946,3,1.0,2,0.0,0,1
0.04,3.0,68,0.07,39.0,757.894717,4,0.0,3,0.0,1,1
-0.66,3.5,69,-0.14,33.0,713.157879,4,0.0,4,0.0,1,0
-1.54,2.1,57,-1.44,36.0,620.526298,4,1.0,3,1.0,1,1
0.0,3.3,67,-1.21,40.0,803.6841900000002,2,1.0,6,0.0,1,0
0.07,3.7,69,-0.05,37.0,796.315771,3,1.0,2,0.0,1,1
-0.7,2.6,69,-0.64,35.0,654.736825,3,1.0,3,0.0,1,1
0.0,3.2,62,0.52,45.0,872.631555,5,0.0,4,1.0,0,1
0.0,3.0,57,0.25,34.0,678.9473519999998,2,0.0,3,1.0,1,1
-0.7,3.4,69,-0.12,33.0,703.157879,4,1.0,4,0.0,1,1
0.94,3.6,48,1.46,44.0,896.842082,3,1.0,6,0.0,1,1
-0.75,3.8,46,-0.48,23.0,585.263149,0,0.0,1,0.0,0,1
-0.01,2.5,59,-0.07,0.0,0.0,2,1.0,3,1.0,1,1
-1.37,3.1,69,-0.48,42.0,815.263136,4,1.0,4,0.0,1,1
1.48,2.1,60,0.14,31.0,541.578933,3,0.0,3,1.0,1,1
-1.31,3.0,63,-0.96,32.0,647.3684059999998,4,1.0,3,0.0,1,1
-0.41,3.2,69,0.09,40.0,793.6841900000002,2,1.0,5,0.0,1,1
-0.6,2.6,61,-0.3,26.0,512.631568,4,1.0,2,0.0,1,1
-0.91,3.4,57,-0.95,41.0,829.473663,4,1.0,5,0.0,1,1
-0.5,2.7,68,-0.1,26.0,522.631568,2,1.0,1,0.0,0,0
0.43,3.3,70,0.2,33.0,693.157879,4,1.0,3,0.0,1,1
0.75,2.7,67,0.39,36.0,680.526298,4,1.0,3,0.0,1,1
0.52,2.6,66,0.72,38.0,702.1052440000002,3,1.0,2,0.0,1,1
-0.35,3.2,63,-0.71,39.0,777.894717,3,0.0,4,0.0,1,1
-1.55,3.9,70,-1.07,44.0,926.842082,3,0.0,6,0.0,1,1
0.0,2.9,54,0.0,40.0,763.6841900000002,3,1.0,6,0.0,1,1
-1.23,3.0,70,-1.02,20.0,457.89473,3,0.0,3,0.0,0,0
-0.36,3.5,68,-0.24,26.0,602.631568,1,0.0,4,0.0,1,1
0.68,3.6,69,0.9,37.0,786.315771,3,1.0,3,0.0,1,1
-0.92,3.5,49,-1.11,39.0,807.894717,4,0.0,4,0.0,1,1
-0.84,2.7,68,0.57,39.0,727.894717,3,1.0,3,0.0,1,1
-0.33,2.7,64,0.05,35.0,664.736825,4,1.0,4,1.0,1,1
-1.58,2.3,67,-1.0,26.0,482.631568,3,0.0,2,0.0,0,0
0.32,3.2,47,0.04,37.0,746.315771,2,1.0,3,1.0,1,0
-0.51,2.3,66,-1.26,25.0,466.842095,3,0.0,3,1.0,1,0
-0.26,3.6,69,-0.67,39.0,817.894717,4,0.0,4,0.0,1,1
-0.19,3.0,50,0.21,40.0,773.6841900000002,3,1.0,4,1.0,1,1
-0.69,3.4,67,-0.58,36.0,750.526298,4,1.0,3,0.0,1,1
-0.08,3.4,64,-0.2,41.0,829.473663,2,1.0,5,0.0,1,1
0.65,2.6,67,1.23,35.0,654.736825,4,0.0,3,1.0,1,1
-0.18,2.3,68,-0.05,34.0,608.9473519999998,5,1.0,3,0.0,1,1
-0.05,3.8,69,0.72,36.0,790.526298,4,1.0,3,0.0,1,1
-2.12,2.4,67,-1.59,26.0,492.631568,3,1.0,1,0.0,0,0
0.51,3.1,66,0.96,42.0,815.263136,4,1.0,4,0.0,1,1
0.49,2.9,63,0.24,37.0,716.315771,4,0.0,3,0.0,1,1
0.0,3.0,66,0.62,37.5,734.2105075000002,4,0.0,4,0.0,1,1
-1.08,3.2,69,-0.72,36.0,730.526298,3,0.0,5,0.0,1,1
0.23,3.3,68,0.19,30.5,653.6841965,4,0.0,3,0.0,1,1
0.22,3.9,67,0.14,40.0,863.6841900000002,3,0.0,3,0.0,1,0
1.21,2.8,68,1.21,32.0,627.3684059999998,4,1.0,2,0.0,1,1
0.0,0.0,67,1.29,45.0,0.0,4,0.0,6,0.0,1,1
1.36,3.5,69,1.61,35.5,752.6315615,4,0.0,5,0.0,1,1
0.3,3.4,53,-0.03,27.0,608.4210410000002,4,0.0,3,1.0,1,1
0.0,3.0,68,0.0,31.5,639.4736695,3,0.0,5,0.0,0,1
1.29,2.7,67,1.05,40.0,743.6841900000002,3,0.0,3,0.0,1,1
0.0,3.2,62,1.12,32.0,667.3684059999998,3,0.0,2,1.0,0,1
0.06,3.4,67,0.32,38.0,782.1052440000002,3,1.0,5,0.0,0,1
-0.7,3.2,51,-0.8,30.0,635.78946,3,1.0,3,0.0,1,1
0.0,3.4,55,-0.25,37.0,766.315771,4,1.0,4,0.0,0,1
-1.62,3.2,69,0.57,28.5,612.1052505,4,0.0,3,0.0,1,1
-0.23,2.6,67,0.31,30.0,575.78946,2,1.0,3,0.0,1,0
0.75,3.8,69,0.91,39.0,837.894717,3,0.0,4,0.0,1,1
-1.46,3.4,69,-1.22,34.0,718.9473519999998,4,1.0,3,0.0,1,1
-0.63,3.2,69,0.08,37.0,746.315771,3,1.0,4,0.0,1,1
0.0,2.9,62,0.0,34.0,668.9473519999998,3,1.0,1,0.0,1,1
-1.43,3.1,69,-1.88,21.0,483.684203,3,0.0,3,0.0,1,0
0.65,3.4,57,1.6,38.0,782.1052440000002,3,1.0,4,1.0,1,1
1.46,2.5,63,1.79,26.0,502.631568,4,1.0,1,0.0,1,1
-0.61,3.3,44,-0.86,34.0,708.9473519999998,4,1.0,5,0.0,1,0
0.14,3.5,68,0.66,33.0,713.157879,3,1.0,4,0.0,1,1
0.0,2.7,55,-0.83,44.0,806.842082,4,1.0,6,0.0,0,1
-1.01,3.9,70,-1.28,34.0,768.9473519999998,3,0.0,4,0.0,1,1
-1.62,3.2,69,-2.2,35.0,714.736825,4,0.0,5,0.0,1,0
-0.49,3.6,68,-0.06,41.0,849.4736630000001,4,1.0,4,0.0,1,1
0.72,3.6,69,0.93,42.0,865.2631359999998,3,1.0,6,0.0,1,1
0.75,3.8,38,0.83,41.0,869.4736630000001,2,1.0,4,0.0,1,1
0.92,2.9,67,1.41,36.0,700.526298,4,1.0,3,0.0,1,1
-1.1,3.7,61,-0.93,30.0,685.78946,2,0.0,4,0.0,1,1
-1.71,2.6,67,-1.1,32.0,607.3684059999998,3,0.0,2,0.0,0,1
-0.32,3.4,61,0.91,35.0,734.736825,4,0.0,3,1.0,1,1
1.2,3.6,66,0.54,38.0,802.1052440000002,4,0.0,5,0.0,0,1
0.0,3.2,42,0.61,39.0,777.894717,3,1.0,4,0.0,0,1
-0.79,3.1,68,-0.73,44.0,846.842082,3,1.0,2,0.0,0,1
-0.36,2.7,67,0.37,42.0,775.263136,0,1.0,4,0.0,1,1
2.19,3.9,68,2.22,40.0,863.6841900000002,4,0.0,4,0.0,1,1
0.0,2.6,49,-1.28,21.0,433.684203,2,0.0,1,0.0,1,1
0.0,3.1,67,0.0,35.0,704.736825,4,1.0,3,0.0,1,1
0.0,3.5,68,-0.23,41.0,839.4736630000001,4,1.0,6,0.0,1,1
0.62,3.7,52,0.27,38.0,812.1052440000002,3,0.0,5,0.0,1,0
-0.12,3.1,68,0.74,37.0,736.315771,4,1.0,4,0.0,1,1
-1.51,2.4,68,-1.08,28.0,524.210514,0,0.0,4,0.0,1,0
-1.47,2.6,69,-1.74,30.0,575.78946,4,0.0,2,0.0,0,0
-1.69,2.9,69,-1.49,32.0,637.3684059999998,4,1.0,3,0.0,1,1
-0.75,2.7,68,-0.56,35.0,664.736825,5,1.0,2,0.0,1,1
0.94,3.8,68,1.27,47.0,964.210501,4,1.0,5,0.0,1,1
2.12,3.8,69,1.43,48.0,979.999974,4,0.0,5,0.0,1,1
2.26,4.0,68,2.18,43.0,921.052609,3,0.0,3,0.0,1,1
0.94,3.2,68,0.32,35.5,722.6315615,4,0.0,3,0.0,1,1
0.74,3.5,65,1.67,41.0,839.4736630000001,3,1.0,4,0.0,0,0
2.5,3.5,66,2.07,42.0,855.2631359999998,4,0.0,2,0.0,1,1
-0.08,2.5,66,-0.41,40.0,723.6841900000002,3,1.0,3,0.0,0,0
1.59,3.2,69,1.36,37.0,746.315771,4,0.0,2,0.0,1,1
1.55,3.3,68,2.04,37.0,756.315771,4,0.0,6,0.0,1,1
-0.49,3.3,42,-2.1,24.0,551.0526219999998,3,0.0,2,1.0,0,1
0.22,2.9,65,1.06,31.5,629.4736695,4,1.0,2,0.0,1,1
0.0,2.3,69,-1.16,32.0,577.3684059999998,2,0.0,3,0.0,0,0
0.1,3.8,69,-0.01,42.0,885.2631359999998,4,1.0,4,0.0,1,1
-0.11,3.3,66,0.15,39.0,787.894717,5,1.0,3,0.0,1,1
0.0,3.4,69,0.67,40.0,813.6841900000002,4,0.0,5,0.0,0,1
-0.38,2.7,60,-0.03,32.0,617.3684059999998,4,1.0,3,1.0,1,1
-0.86,3.4,68,-0.1,30.5,663.6841965,3,1.0,2,0.0,1,1
0.5,3.4,69,0.75,26.0,592.631568,3,1.0,3,0.0,1,1
-0.45,2.9,68,-0.28,40.0,763.6841900000002,4,1.0,4,0.0,1,1
-1.6,2.4,63,-0.24,33.0,603.157879,3,0.0,0,1.0,1,1
-0.89,3.2,66,-0.3,40.0,793.6841900000002,4,1.0,5,0.0,1,1
-0.58,3.4,69,-0.7,31.0,671.578933,3,1.0,2,0.0,1,1
-0.34,2.8,68,-0.72,36.0,690.526298,5,1.0,2,0.0,1,1
-0.07,3.3,68,-0.58,37.0,756.315771,3,1.0,3,0.0,1,1
-0.97,2.7,69,-0.66,32.0,617.3684059999998,3,1.0,2,0.0,1,1
0.0,3.3,68,0.0,43.0,851.052609,4,0.0,5,0.0,1,1
-0.53,3.6,61,-0.66,34.0,738.9473519999998,1,1.0,5,1.0,1,0
0.53,3.8,69,-0.69,30.0,695.78946,4,1.0,5,0.0,1,1
-0.24,2.9,67,0.04,14.0,353.157892,1,0.0,1,0.0,1,0
-1.65,2.7,68,-1.4,37.0,696.315771,3,0.0,3,0.0,1,1
-0.03,3.9,68,-0.39,40.0,863.6841900000002,4,1.0,5,0.0,1,1
-1.51,3.1,64,-1.45,36.0,720.526298,3,0.0,4,0.0,1,1
-0.02,3.1,69,0.25,35.0,704.736825,4,0.0,3,0.0,1,1
0.06,2.8,68,0.14,27.0,548.4210410000002,5,1.0,3,0.0,1,0
0.44,3.0,63,0.45,44.0,836.842082,4,1.0,5,0.0,1,1
-1.65,2.7,64,-1.31,23.0,475.263149,2,0.0,4,0.0,1,0
0.55,3.1,66,-0.01,36.0,720.526298,4,1.0,2,0.0,1,1
1.24,2.5,65,1.24,38.3,696.8420859,4,1.0,3,0.0,1,0
1.11,3.4,66,1.38,48.0,939.999974,4,0.0,6,0.0,1,1
1.03,3.1,64,1.12,38.0,752.1052440000002,4,0.0,3,0.0,1,1
0.0,3.2,63,-0.14,42.0,825.263136,4,1.0,3,0.0,0,1
1.47,3.0,66,0.66,35.5,702.6315615,4,0.0,4,0.0,1,0
0.0,3.3,67,-0.84,29.0,629.999987,3,1.0,2,0.0,0,1
-0.02,3.0,67,-0.59,33.0,663.157879,5,1.0,5,0.0,1,1
-1.51,3.6,68,-1.41,42.0,865.2631359999998,4,1.0,4,0.0,1,1
-1.03,3.7,68,-0.78,40.0,843.6841900000002,3,1.0,4,0.0,1,1
1.18,3.8,65,1.52,40.0,853.6841900000002,2,1.0,4,0.0,1,1
-0.53,2.8,62,-0.35,40.0,753.6841900000002,3,1.0,6,0.0,1,1
0.0,2.2,46,-2.23,18.0,346.315784,1,0.0,4,1.0,0,0
0.26,3.2,67,0.06,38.0,762.1052440000002,3,0.0,5,0.0,1,1
0.2,2.1,68,0.07,34.0,588.9473519999998,3,1.0,5,0.0,1,0
0.99,3.3,68,1.22,37.0,756.315771,3,1.0,4,0.0,1,1
1.06,3.0,69,1.24,42.0,805.263136,3,1.0,3,0.0,1,1
0.0,3.5,65,0.0,45.0,902.631555,2,0.0,6,0.0,1,1
0.94,3.4,68,0.97,43.0,861.052609,4,0.0,4,0.0,1,1
-0.54,3.6,69,0.35,44.0,896.842082,3,1.0,6,0.0,1,1
-0.16,3.7,70,-0.53,39.0,827.894717,4,0.0,5,0.0,1,1
0.58,3.5,70,0.59,32.0,697.3684059999998,2,1.0,1,0.0,1,0
-1.11,3.1,68,-0.94,38.0,752.1052440000002,4,1.0,3,0.0,1,1
1.07,4.0,65,1.71,47.0,984.210501,3,1.0,6,0.0,1,1
-1.05,2.6,58,-1.07,31.0,591.578933,1,1.0,1,0.0,1,0
-1.44,3.6,69,-1.03,28.0,644.210514,3,0.0,4,0.0,1,1
0.0,3.7,69,0.0,36.0,780.526298,3,1.0,4,0.0,0,1
-1.09,3.7,69,-1.45,39.0,827.894717,3,0.0,3,0.0,1,1
1.63,3.2,66,1.7,35.0,714.736825,3,1.0,3,0.0,1,1
-0.22,3.7,63,-0.4,28.0,654.210514,4,1.0,2,0.0,0,1
-0.11,2.9,65,-0.14,30.0,605.78946,3,0.0,4,0.0,1,0
0.0,2.9,68,0.52,34.5,676.8420884999998,4,1.0,1,0.0,0,0
0.89,3.7,69,0.09,40.0,843.6841900000002,3,1.0,5,0.0,1,1
-0.6,3.5,60,-0.49,37.0,776.315771,2,1.0,4,0.0,1,1
0.42,3.0,68,0.12,39.0,757.894717,4,0.0,3,0.0,1,1
0.52,3.4,69,0.85,32.0,687.3684059999998,1,0.0,3,0.0,1,1
-1.49,3.0,67,-1.59,29.0,599.999987,5,0.0,3,0.0,1,1
-0.49,3.1,64,-0.39,24.0,531.0526219999998,4,0.0,3,0.0,1,1
-0.34,3.1,69,-0.58,31.0,641.578933,4,0.0,3,1.0,1,1
-0.21,2.9,69,-0.91,39.0,747.894717,3,1.0,3,0.0,1,1
0.18,3.8,69,0.23,40.0,853.6841900000002,2,0.0,5,0.0,1,0
0.09,3.8,69,0.43,44.0,916.842082,3,1.0,5,0.0,1,1
0.0,3.3,68,-0.91,40.0,803.6841900000002,4,1.0,5,0.0,0,0
-0.84,2.7,68,0.19,32.0,617.3684059999998,5,1.0,4,0.0,1,1
0.06,3.5,67,-0.11,38.0,792.1052440000002,4,1.0,3,0.0,1,1
-1.39,2.9,59,-1.26,21.0,463.684203,3,0.0,3,0.0,1,1
-0.69,2.0,60,-1.23,37.0,626.315771,3,1.0,3,1.0,1,1
-0.28,3.5,67,-0.84,42.0,855.2631359999998,4,0.0,3,0.0,1,1
0.0,3.2,69,0.29,40.0,793.6841900000002,4,0.0,3,0.0,0,1
-0.44,2.5,64,0.21,46.0,818.421028,3,1.0,3,0.0,1,1
0.0,3.5,59,0.0,34.0,728.9473519999998,5,1.0,3,0.0,0,1
0.0,3.1,65,0.68,43.5,838.9473455,3,1.0,3,0.0,0,1
-0.82,2.9,64,-0.49,25.0,526.842095,5,1.0,0,1.0,1,1
0.74,3.6,67,1.01,35.0,754.736825,2,1.0,4,0.0,1,1
-1.19,3.8,58,-1.07,30.0,695.78946,1,1.0,6,0.0,1,0
1.52,3.5,66,1.22,40.0,823.6841900000002,4,1.0,1,0.0,1,1
-0.27,2.4,68,-0.31,31.0,571.578933,4,1.0,3,0.0,1,1
-0.18,2.9,70,1.15,36.0,700.526298,5,1.0,5,0.0,1,1
-0.57,3.1,68,-0.28,38.0,752.1052440000002,3,1.0,6,0.0,1,0
-0.53,3.3,60,-1.03,34.0,708.9473519999998,2,0.0,4,0.0,1,1
0.0,3.8,69,-0.19,32.0,727.3684059999998,4,0.0,2,0.0,0,1
1.34,3.2,68,1.42,34.3,703.6841939,3,1.0,3,0.0,1,1
-0.29,2.6,49,-0.34,39.0,717.894717,3,1.0,3,0.0,1,1
-0.34,3.2,68,0.36,28.0,604.210514,5,1.0,3,0.0,1,1
-0.25,2.6,68,-0.08,37.0,686.315771,4,1.0,3,0.0,1,1
1.34,3.6,69,1.38,44.0,896.842082,4,0.0,4,0.0,1,1
-1.18,3.4,69,-2.01,44.0,876.842082,3,0.0,3,0.0,0,0
0.76,0.0,63,0.15,0.0,0.0,3,0.0,6,0.0,1,1
-0.94,2.3,67,-0.15,28.0,514.210514,2,1.0,2,0.0,1,0
1.0,2.6,67,0.9,33.0,623.157879,3,1.0,3,0.0,1,0
0.09,3.9,69,-0.27,44.0,926.842082,3,1.0,6,0.0,1,1
-0.28,2.6,58,-0.76,40.0,733.6841900000002,3,1.0,4,0.0,1,1
-1.06,3.0,68,-0.44,35.0,694.736825,4,0.0,3,0.0,0,0
1.3,3.3,66,1.73,44.0,866.842082,5,1.0,5,0.0,1,1
1.6,4.0,69,0.78,46.0,968.421028,4,1.0,5,0.0,1,1
0.08,3.8,69,-0.37,48.0,979.999974,3,0.0,6,0.0,1,1
0.52,2.9,69,0.4,48.0,889.9999740000002,5,0.0,4,0.0,1,1
1.65,3.2,67,1.57,33.0,683.157879,3,0.0,2,0.0,0,1
0.39,3.9,70,0.48,28.5,682.1052505,3,0.0,3,0.0,1,1
-1.09,2.9,64,-0.63,28.5,582.1052505,4,1.0,5,0.0,1,0
-0.43,3.3,69,-1.58,32.0,677.3684059999998,3,0.0,3,0.0,0,1
0.25,3.1,69,0.75,34.0,688.9473519999998,4,1.0,3,0.0,1,1
0.0,2.6,67,-2.34,25.0,496.842095,3,0.0,4,0.0,0,0
0.82,0.0,52,0.48,37.0,0.0,3,1.0,3,1.0,1,1
-1.34,3.1,69,-1.72,31.0,641.578933,4,0.0,3,0.0,1,0
0.0,2.8,65,-0.72,34.5,666.8420884999998,5,0.0,3,1.0,0,1
1.53,4.0,68,2.02,42.0,905.263136,4,1.0,3,0.0,1,1
1.29,3.9,69,1.99,36.0,800.526298,4,1.0,4,0.0,1,1
0.59,2.6,67,0.89,30.0,575.78946,2,0.0,1,0.0,0,0
-0.5,3.9,60,-0.12,40.0,863.6841900000002,2,0.0,6,0.0,1,1
-0.17,3.3,57,0.01,39.0,787.894717,4,0.0,4,0.0,1,1
0.02,3.4,69,0.4,37.0,766.315771,3,0.0,4,0.0,1,1
0.32,3.0,60,0.65,33.0,663.157879,3,1.0,1,0.0,1,1
0.42,2.3,62,0.64,41.0,719.473663,3,1.0,5,1.0,1,1
0.0,2.8,68,0.0,27.0,548.4210410000002,3,0.0,4,0.0,0,0
-0.2,2.8,68,-0.07,41.0,769.473663,5,0.0,5,0.0,1,1
-1.12,2.4,65,-0.81,0.0,0.0,4,1.0,4,0.0,1,1
1.8,2.7,58,2.09,37.0,696.315771,5,1.0,3,0.0,1,1
1.47,4.0,69,1.64,42.0,905.263136,3,1.0,3,0.0,1,1
1.31,3.8,68,1.75,41.0,869.4736630000001,4,0.0,5,0.0,1,1
1.72,3.0,69,1.42,42.0,805.263136,4,0.0,4,0.0,1,1
0.0,3.0,51,-1.2,33.0,663.157879,5,0.0,3,0.0,0,1
-0.86,4.0,58,-0.11,27.0,668.4210410000002,2,1.0,4,0.0,1,1
0.0,2.3,57,-1.79,29.0,529.999987,3,1.0,3,1.0,0,0
0.03,3.5,67,0.3,39.0,807.894717,3,0.0,5,0.0,0,1
0.0,2.9,69,0.0,23.5,503.1578855,3,0.0,6,0.0,1,0
-1.36,2.7,65,-0.51,42.0,775.263136,4,0.0,3,0.0,0,1
-0.51,3.0,67,-0.52,38.0,742.1052440000002,4,1.0,5,0.0,1,0
-0.12,3.4,69,-0.11,46.0,908.421028,4,0.0,4,0.0,1,1
-0.46,3.7,68,-0.29,41.0,859.4736630000001,5,1.0,5,0.0,1,1
0.0,2.3,67,-2.03,23.5,443.1578855,3,1.0,3,0.0,0,1
0.01,3.0,68,0.49,40.0,773.6841900000002,4,0.0,3,0.0,1,1
-1.48,3.3,69,-1.46,31.0,661.578933,3,1.0,3,0.0,1,1
0.88,3.8,61,1.18,30.0,695.78946,3,0.0,3,0.0,1,1
1.48,3.3,69,1.22,34.0,708.9473519999998,3,1.0,3,0.0,1,1
1.26,3.4,69,0.55,45.0,892.631555,4,1.0,4,0.0,1,1
-0.41,3.5,69,0.66,28.0,634.210514,3,0.0,5,0.0,1,1
0.0,2.2,46,0.0,30.0,535.78946,2,1.0,2,1.0,0,1
0.63,3.1,69,0.7,37.0,736.315771,4,1.0,3,0.0,1,1
-0.62,2.2,59,-0.45,44.0,756.842082,2,1.0,5,0.0,1,1
1.24,2.9,68,1.67,39.0,747.894717,4,1.0,3,0.0,1,1
-0.11,3.4,68,-0.07,40.0,813.6841900000002,3,1.0,3,0.0,1,1
-0.48,3.1,68,-0.72,35.0,704.736825,4,1.0,3,0.0,1,1
0.0,3.8,59,0.0,40.0,853.6841900000002,4,1.0,3,0.0,0,1
-0.96,3.2,68,-0.74,41.0,809.473663,4,0.0,4,0.0,0,1
-1.51,3.7,63,-0.03,36.0,780.526298,4,1.0,5,0.0,1,1
-0.42,3.4,68,-0.25,36.0,750.526298,3,1.0,3,0.0,1,1
0.16,2.9,65,0.61,28.5,582.1052505,4,1.0,3,0.0,1,1
-1.24,2.5,68,-0.97,42.0,755.263136,4,1.0,3,0.0,1,1
-0.89,3.1,66,-0.88,36.0,720.526298,4,0.0,3,0.0,1,1
0.55,3.5,59,0.81,42.0,855.2631359999998,2,1.0,4,0.0,1,1
-0.14,3.4,68,0.94,42.0,845.2631359999998,5,1.0,4,0.0,1,1
1.61,3.8,64,1.27,42.0,885.2631359999998,2,0.0,6,1.0,1,1
-0.02,2.9,66,-0.5,42.0,795.263136,4,1.0,3,0.0,1,1
0.0,2.3,55,-2.0,25.0,466.842095,3,1.0,1,0.0,0,0
0.0,2.9,68,-2.83,26.0,542.631568,4,0.0,4,0.0,0,0
1.91,3.0,66,1.82,26.7,563.6841991,2,1.0,1,0.0,1,1
0.0,3.8,58,0.0,45.0,932.631555,1,0.0,6,0.0,1,1
-1.12,3.6,61,-1.36,35.0,754.736825,3,0.0,5,0.0,1,0
0.0,3.3,67,0.0,41.0,819.473663,3,1.0,4,0.0,1,1
0.95,3.3,62,0.52,37.5,764.2105075000002,3,0.0,4,0.0,1,1
0.62,2.8,69,0.82,38.0,722.1052440000002,3,0.0,3,0.0,1,1
-1.87,3.3,66,-1.81,35.0,724.736825,3,1.0,3,0.0,0,1
-0.62,3.1,65,-0.35,39.0,767.894717,3,1.0,4,0.0,1,1
-1.35,3.3,68,-0.66,26.0,582.631568,4,1.0,2,0.0,0,1
0.45,3.4,63,-0.4,45.0,892.631555,4,0.0,6,0.0,1,1
-0.66,2.8,65,-0.41,41.0,769.473663,3,1.0,5,0.0,1,1
-1.88,2.9,64,-1.28,27.0,558.4210410000002,3,1.0,5,0.0,1,0
2.87,3.2,63,2.07,47.0,904.210501,4,1.0,6,0.0,1,1
0.86,2.5,66,0.74,38.0,692.1052440000002,3,1.0,2,0.0,1,1
0.0,3.1,66,-1.07,32.5,665.2631425,4,0.0,3,0.0,0,1
-0.83,3.5,52,-0.73,45.0,902.631555,4,1.0,6,0.0,1,1
-0.05,3.4,69,0.36,34.0,718.9473519999998,2,1.0,3,0.0,1,0
-0.54,3.5,69,-0.12,35.0,744.736825,4,0.0,3,0.0,1,1
0.61,2.7,69,0.74,32.0,617.3684059999998,5,0.0,2,0.0,1,1
0.0,2.3,64,0.0,27.0,498.421041,2,1.0,4,0.0,0,0
-0.71,3.1,69,-0.44,41.0,799.473663,4,1.0,4,0.0,1,1
0.91,2.8,64,-0.11,30.0,595.78946,4,1.0,5,0.0,1,1
1.56,4.0,68,1.39,42.0,905.263136,4,1.0,3,0.0,1,1
-2.91,2.9,69,-2.44,40.0,763.6841900000002,4,0.0,6,0.0,1,0
-0.99,2.2,40,-1.29,37.0,646.315771,3,1.0,4,1.0,0,1
-0.81,3.0,67,-0.59,32.0,647.3684059999998,3,0.0,3,0.0,1,0
0.0,3.0,69,-1.61,33.0,663.157879,2,1.0,3,0.0,0,0
