age,sex,hours-per-week,Income Binary,race,Education Years
23.0,0,45.0,0,1.0,8
42.0,0,45.0,1,1.0,5
39.0,1,40.0,1,1.0,4
34.0,1,48.0,0,1.0,4
57.0,1,40.0,0,1.0,5
49.0,0,60.0,0,1.0,4
20.0,1,40.0,0,1.0,5
45.0,1,40.0,0,1.0,5
64.0,0,40.0,0,1.0,4
19.0,1,40.0,0,1.0,4
19.0,1,40.0,0,1.0,0
17.0,0,20.0,0,1.0,3
67.0,1,40.0,0,1.0,4
22.0,1,50.0,0,1.0,4
41.0,1,50.0,0,1.0,5
22.0,0,45.0,0,1.0,8
38.0,0,40.0,0,1.0,8
40.0,1,50.0,0,1.0,8
23.0,1,40.0,0,1.0,4
90.0,1,40.0,0,0.0,4
18.0,0,25.0,0,1.0,5
31.0,1,35.0,0,0.0,8
34.0,1,55.0,0,1.0,6
44.0,1,40.0,1,0.0,4
17.0,0,35.0,0,0.0,1
67.0,0,6.0,0,1.0,0
21.0,1,40.0,0,1.0,4
57.0,1,40.0,0,0.0,0
26.0,0,40.0,0,1.0,8
33.0,1,40.0,1,1.0,5
43.0,0,40.0,0,1.0,4
35.0,0,35.0,0,1.0,8
46.0,0,80.0,0,1.0,4
48.0,1,60.0,1,1.0,8
52.0,1,40.0,0,1.0,7
28.0,1,35.0,0,1.0,5
35.0,1,40.0,1,1.0,6
17.0,0,40.0,0,1.0,2
47.0,1,60.0,1,1.0,8
38.0,1,45.0,0,1.0,8
34.0,1,40.0,1,1.0,8
36.0,0,40.0,0,1.0,5
47.0,1,21.0,0,1.0,5
58.0,1,60.0,1,1.0,8
46.0,0,40.0,0,1.0,1
28.0,0,20.0,0,0.0,4
46.0,1,55.0,1,1.0,5
35.0,1,40.0,0,1.0,4
27.0,0,40.0,0,1.0,8
41.0,1,40.0,1,1.0,5
22.0,1,40.0,0,1.0,8
20.0,0,40.0,0,1.0,5
32.0,1,48.0,0,1.0,5
29.0,1,44.0,0,1.0,5
23.0,0,15.0,0,1.0,7
81.0,1,45.0,0,1.0,1
17.0,0,20.0,0,1.0,1
40.0,1,40.0,1,1.0,8
19.0,1,30.0,0,1.0,5
50.0,1,20.0,0,1.0,8
42.0,1,45.0,0,1.0,5
18.0,1,16.0,0,1.0,1
38.0,1,40.0,0,1.0,5
67.0,0,32.0,0,1.0,0
55.0,1,48.0,1,1.0,4
46.0,1,45.0,1,1.0,8
31.0,0,40.0,1,1.0,8
23.0,0,30.0,0,1.0,7
30.0,1,40.0,0,1.0,4
23.0,1,40.0,0,1.0,5
52.0,1,40.0,1,1.0,5
63.0,0,45.0,0,1.0,4
69.0,1,28.0,0,1.0,4
40.0,1,80.0,1,1.0,7
33.0,1,40.0,0,1.0,3
81.0,1,45.0,1,1.0,8
71.0,1,28.0,0,1.0,6
26.0,1,40.0,0,1.0,1
51.0,0,32.0,1,1.0,8
26.0,1,40.0,0,0.0,4
56.0,0,70.0,0,1.0,8
18.0,1,25.0,0,0.0,2
43.0,1,37.0,0,1.0,5
46.0,1,60.0,1,1.0,8
30.0,0,40.0,0,1.0,8
34.0,0,35.0,0,0.0,0
36.0,1,60.0,0,0.0,4
44.0,1,40.0,0,0.0,5
38.0,1,48.0,0,1.0,5
43.0,1,20.0,0,1.0,8
46.0,0,40.0,0,1.0,8
22.0,1,20.0,0,0.0,5
61.0,1,38.0,0,1.0,4
31.0,1,40.0,0,1.0,8
41.0,1,50.0,0,1.0,4
25.0,0,60.0,0,1.0,8
34.0,1,40.0,0,0.0,5
39.0,0,32.0,0,1.0,6
20.0,0,40.0,0,1.0,4
45.0,0,32.0,0,1.0,5
18.0,0,30.0,0,1.0,4
27.0,0,37.0,0,0.0,5
33.0,1,40.0,0,1.0,1
42.0,1,50.0,0,1.0,4
49.0,1,40.0,0,1.0,4
36.0,1,40.0,0,1.0,8
28.0,0,40.0,0,1.0,6
56.0,0,30.0,0,1.0,7
18.0,0,18.0,0,1.0,2
65.0,1,40.0,1,1.0,5
17.0,1,30.0,0,1.0,1
27.0,1,50.0,1,1.0,8
23.0,0,30.0,0,0.0,8
39.0,1,1.0,0,1.0,2
46.0,1,45.0,0,1.0,4
32.0,1,70.0,0,1.0,4
34.0,0,40.0,0,0.0,8
26.0,1,40.0,0,1.0,6
80.0,0,14.0,0,1.0,4
61.0,0,36.0,0,1.0,1
19.0,1,40.0,0,1.0,5
31.0,1,48.0,0,1.0,6
56.0,1,40.0,0,1.0,4
23.0,1,20.0,0,1.0,4
48.0,1,45.0,0,1.0,5
73.0,1,20.0,1,1.0,5
29.0,1,40.0,0,0.0,4
28.0,1,40.0,0,0.0,6
48.0,0,10.0,0,0.0,2
41.0,1,42.0,0,1.0,6
28.0,1,50.0,1,1.0,5
37.0,1,45.0,0,1.0,6
20.0,0,35.0,0,1.0,5
45.0,0,48.0,1,1.0,6
34.0,1,45.0,1,1.0,8
72.0,1,45.0,1,1.0,6
54.0,1,40.0,1,1.0,5
24.0,0,40.0,0,1.0,8
23.0,0,30.0,0,0.0,7
21.0,1,40.0,0,1.0,5
49.0,0,40.0,0,0.0,5
45.0,0,35.0,0,1.0,4
41.0,1,36.0,0,1.0,4
51.0,0,40.0,1,0.0,5
40.0,0,40.0,0,1.0,5
29.0,1,50.0,0,1.0,8
26.0,1,35.0,0,1.0,0
59.0,1,40.0,0,1.0,2
36.0,0,40.0,0,1.0,5
48.0,1,55.0,1,1.0,8
22.0,0,16.0,0,1.0,5
52.0,1,45.0,1,1.0,0
39.0,0,47.0,0,1.0,4
25.0,1,40.0,0,1.0,4
37.0,1,60.0,1,1.0,6
37.0,1,40.0,1,1.0,5
33.0,1,60.0,0,1.0,8
48.0,1,38.0,1,1.0,8
29.0,1,40.0,0,1.0,6
59.0,0,40.0,0,1.0,4
48.0,0,40.0,0,1.0,4
49.0,0,40.0,0,1.0,0
23.0,1,40.0,0,1.0,6
26.0,1,45.0,0,1.0,5
34.0,1,40.0,0,1.0,4
20.0,1,40.0,0,1.0,5
39.0,1,40.0,1,1.0,4
50.0,1,40.0,0,1.0,5
54.0,1,60.0,1,1.0,4
37.0,1,40.0,0,1.0,4
34.0,1,35.0,0,1.0,5
23.0,1,20.0,0,0.0,8
20.0,0,40.0,0,0.0,5
37.0,1,70.0,0,1.0,5
19.0,1,25.0,0,1.0,5
35.0,1,50.0,1,1.0,8
24.0,0,40.0,0,1.0,8
23.0,1,20.0,0,0.0,7
23.0,0,32.0,0,0.0,8
27.0,0,32.0,0,0.0,5
25.0,0,50.0,0,1.0,4
27.0,0,80.0,0,0.0,8
68.0,1,23.0,0,1.0,4
45.0,0,40.0,0,1.0,6
55.0,1,40.0,0,1.0,5
46.0,1,50.0,0,1.0,8
31.0,1,50.0,0,1.0,4
33.0,1,40.0,0,0.0,4
40.0,1,50.0,0,1.0,5
23.0,0,10.0,0,1.0,8
39.0,1,50.0,0,1.0,4
32.0,1,40.0,1,1.0,4
55.0,1,50.0,0,1.0,5
46.0,0,50.0,0,1.0,5
29.0,1,25.0,0,0.0,7
49.0,0,35.0,1,1.0,8
59.0,1,50.0,0,1.0,4
30.0,1,40.0,0,1.0,6
47.0,1,40.0,0,1.0,4
58.0,0,40.0,0,1.0,0
58.0,1,40.0,0,1.0,0
20.0,1,25.0,0,1.0,4
43.0,0,30.0,0,1.0,5
19.0,0,40.0,0,1.0,5
40.0,1,40.0,1,1.0,8
23.0,1,20.0,0,1.0,5
61.0,0,40.0,0,0.0,3
54.0,1,60.0,1,1.0,8
32.0,1,60.0,1,1.0,8
25.0,1,36.0,0,1.0,4
30.0,1,42.0,0,1.0,4
19.0,1,38.0,0,1.0,4
23.0,1,40.0,0,1.0,8
65.0,1,35.0,0,1.0,6
25.0,1,44.0,0,1.0,8
21.0,1,35.0,0,1.0,4
48.0,1,40.0,0,1.0,0
23.0,1,40.0,0,1.0,4
24.0,0,40.0,0,1.0,5
30.0,1,60.0,0,1.0,8
31.0,0,45.0,0,1.0,8
58.0,1,40.0,0,1.0,3
33.0,1,50.0,1,1.0,8
32.0,1,52.0,1,1.0,8
29.0,0,45.0,1,0.0,8
61.0,0,99.0,0,1.0,4
43.0,1,44.0,1,1.0,5
38.0,1,40.0,0,1.0,6
17.0,0,15.0,0,1.0,2
36.0,0,40.0,1,1.0,5
45.0,1,40.0,1,1.0,5
62.0,1,55.0,0,1.0,8
46.0,0,20.0,0,1.0,6
42.0,1,38.0,0,1.0,8
31.0,1,50.0,0,1.0,5
42.0,1,40.0,0,1.0,7
37.0,1,40.0,1,1.0,8
51.0,1,42.0,1,1.0,4
45.0,1,40.0,0,1.0,5
73.0,0,20.0,1,1.0,4
19.0,0,55.0,0,1.0,4
29.0,1,40.0,0,1.0,8
39.0,0,70.0,1,0.0,8
32.0,1,45.0,1,1.0,7
46.0,1,40.0,0,1.0,5
42.0,1,65.0,1,1.0,8
24.0,1,40.0,0,0.0,4
41.0,1,45.0,1,1.0,8
64.0,0,24.0,0,1.0,4
28.0,1,40.0,0,1.0,5
57.0,1,40.0,0,1.0,4
29.0,1,45.0,1,1.0,1
35.0,0,40.0,0,1.0,4
39.0,0,30.0,1,1.0,8
38.0,1,40.0,0,1.0,4
40.0,1,40.0,0,1.0,8
49.0,0,40.0,0,1.0,4
32.0,0,50.0,0,1.0,4
40.0,0,30.0,0,1.0,5
29.0,0,37.0,0,1.0,7
36.0,0,25.0,0,1.0,5
47.0,1,42.0,1,1.0,5
23.0,0,40.0,0,1.0,5
41.0,1,40.0,0,1.0,5
41.0,0,50.0,1,1.0,8
18.0,1,22.0,0,1.0,3
34.0,0,40.0,0,0.0,7
38.0,1,50.0,0,1.0,4
34.0,1,50.0,1,1.0,4
62.0,1,40.0,0,1.0,4
66.0,0,45.0,0,1.0,4
18.0,1,40.0,0,1.0,4
41.0,1,40.0,0,1.0,4
42.0,1,30.0,0,1.0,5
45.0,1,45.0,0,1.0,7
24.0,0,60.0,0,1.0,8
60.0,1,40.0,0,0.0,4
39.0,1,40.0,0,1.0,4
44.0,1,40.0,1,1.0,8
29.0,1,45.0,0,1.0,5
37.0,1,48.0,0,0.0,8
21.0,1,12.0,0,1.0,4
48.0,1,40.0,1,1.0,8
36.0,1,40.0,1,1.0,8
23.0,1,40.0,0,1.0,8
49.0,1,50.0,1,1.0,8
29.0,0,40.0,0,1.0,8
34.0,1,40.0,0,1.0,5
72.0,0,40.0,0,1.0,6
29.0,1,40.0,0,0.0,2
45.0,0,30.0,0,1.0,8
29.0,1,52.0,0,1.0,2
37.0,0,40.0,0,1.0,7
42.0,1,44.0,1,1.0,7
70.0,1,6.0,0,1.0,4
43.0,1,40.0,1,1.0,8
63.0,1,48.0,0,1.0,4
64.0,1,35.0,0,1.0,5
38.0,1,60.0,0,1.0,8
24.0,0,40.0,0,0.0,5
29.0,1,30.0,0,1.0,4
30.0,0,40.0,0,0.0,7
66.0,1,40.0,0,1.0,4
25.0,1,40.0,0,1.0,8
39.0,1,40.0,1,1.0,4
22.0,0,30.0,0,1.0,8
31.0,0,40.0,0,1.0,5
29.0,1,40.0,0,1.0,0
52.0,1,40.0,0,1.0,6
51.0,0,40.0,0,1.0,7
40.0,1,40.0,0,0.0,4
57.0,0,40.0,1,1.0,5
64.0,0,60.0,0,1.0,5
31.0,0,28.0,0,1.0,4
74.0,1,40.0,0,1.0,0
43.0,0,30.0,0,0.0,5
80.0,1,54.0,1,1.0,8
28.0,1,50.0,1,1.0,8
77.0,0,40.0,0,1.0,0
68.0,0,24.0,0,0.0,4
51.0,0,38.0,0,1.0,4
21.0,0,40.0,0,1.0,4
43.0,1,40.0,0,1.0,3
42.0,1,40.0,0,1.0,4
48.0,0,40.0,0,1.0,8
30.0,1,40.0,0,1.0,2
34.0,0,40.0,0,1.0,0
32.0,1,42.0,0,1.0,4
56.0,1,40.0,0,1.0,4
50.0,1,40.0,0,1.0,5
40.0,1,40.0,0,0.0,4
23.0,0,40.0,0,0.0,2
54.0,0,40.0,0,0.0,5
28.0,0,40.0,0,1.0,4
34.0,0,40.0,1,1.0,5
48.0,1,60.0,1,1.0,8
56.0,1,99.0,0,1.0,5
31.0,1,42.0,0,1.0,4
42.0,0,50.0,0,1.0,8
36.0,0,35.0,0,0.0,4
52.0,1,40.0,0,1.0,8
55.0,1,40.0,0,1.0,1
25.0,1,30.0,0,1.0,2
35.0,1,40.0,0,1.0,4
51.0,1,99.0,1,1.0,6
19.0,0,40.0,0,0.0,5
59.0,0,40.0,0,1.0,2
19.0,0,80.0,0,1.0,5
46.0,0,40.0,0,1.0,8
32.0,1,45.0,0,0.0,4
46.0,1,40.0,1,1.0,8
26.0,1,25.0,0,1.0,5
55.0,0,36.0,0,0.0,4
28.0,0,40.0,0,1.0,4
61.0,1,40.0,1,0.0,7
35.0,1,40.0,1,1.0,7
21.0,1,40.0,0,1.0,5
52.0,1,35.0,0,1.0,5
21.0,1,8.0,0,1.0,5
33.0,1,40.0,0,1.0,6
38.0,1,50.0,0,1.0,6
44.0,0,60.0,0,1.0,4
29.0,1,50.0,1,1.0,8
39.0,1,40.0,0,1.0,4
32.0,1,60.0,0,1.0,4
47.0,0,55.0,0,0.0,4
28.0,1,35.0,0,1.0,7
59.0,1,55.0,1,1.0,5
38.0,1,48.0,1,1.0,8
23.0,0,15.0,0,1.0,8
44.0,1,40.0,1,1.0,8
55.0,1,40.0,1,1.0,8
65.0,1,60.0,1,1.0,8
19.0,0,14.0,0,1.0,5
58.0,1,35.0,0,1.0,2
49.0,0,20.0,0,0.0,8
44.0,1,40.0,1,1.0,8
44.0,0,35.0,0,1.0,4
33.0,1,40.0,1,1.0,5
38.0,0,50.0,0,1.0,4
37.0,1,54.0,1,1.0,4
30.0,1,40.0,0,1.0,4
28.0,1,40.0,0,1.0,8
27.0,1,55.0,0,1.0,8
49.0,0,40.0,1,1.0,8
28.0,1,40.0,0,1.0,8
61.0,1,40.0,1,1.0,2
41.0,1,40.0,0,1.0,6
20.0,1,30.0,0,1.0,5
40.0,1,50.0,1,1.0,8
57.0,1,60.0,1,1.0,8
36.0,0,50.0,0,1.0,8
62.0,1,40.0,0,1.0,4
31.0,1,40.0,0,1.0,0
31.0,0,40.0,0,1.0,2
68.0,0,48.0,0,1.0,4
18.0,0,19.0,0,1.0,4
30.0,1,40.0,0,0.0,8
42.0,0,12.0,0,1.0,8
38.0,1,44.0,0,1.0,4
19.0,1,37.0,0,1.0,4
22.0,0,40.0,0,1.0,5
46.0,1,40.0,0,0.0,4
57.0,1,40.0,0,1.0,0
65.0,1,10.0,0,1.0,4
18.0,1,40.0,0,1.0,4
67.0,0,45.0,0,1.0,4
28.0,0,40.0,0,1.0,5
30.0,0,24.0,1,1.0,8
20.0,1,40.0,0,1.0,4
32.0,0,15.0,0,1.0,5
35.0,1,40.0,0,0.0,5
38.0,1,50.0,1,1.0,4
23.0,0,40.0,0,1.0,6
64.0,1,35.0,0,1.0,5
33.0,1,40.0,1,1.0,8
24.0,0,35.0,0,1.0,5
18.0,1,20.0,0,1.0,4
40.0,0,35.0,0,0.0,8
27.0,0,40.0,0,0.0,4
51.0,0,25.0,0,1.0,8
27.0,0,25.0,0,1.0,4
48.0,1,40.0,1,1.0,8
27.0,1,40.0,0,0.0,5
24.0,0,60.0,0,1.0,8
31.0,1,45.0,0,1.0,4
42.0,0,40.0,0,1.0,5
51.0,1,50.0,0,0.0,4
41.0,1,40.0,1,1.0,5
26.0,1,44.0,0,1.0,8
69.0,0,40.0,0,1.0,0
63.0,1,44.0,1,1.0,0
35.0,1,48.0,1,1.0,5
35.0,1,45.0,0,1.0,8
62.0,1,60.0,0,1.0,4
26.0,0,62.0,0,1.0,4
63.0,1,40.0,1,1.0,4
23.0,1,45.0,0,1.0,3
43.0,0,35.0,0,1.0,4
44.0,1,35.0,1,1.0,5
56.0,1,40.0,1,1.0,4
54.0,1,40.0,1,1.0,8
32.0,1,50.0,0,1.0,8
42.0,1,50.0,1,1.0,4
37.0,1,40.0,1,1.0,4
24.0,1,40.0,0,1.0,4
42.0,1,40.0,0,1.0,4
21.0,0,19.0,0,1.0,4
30.0,0,40.0,0,1.0,5
43.0,1,75.0,1,1.0,5
19.0,0,35.0,0,1.0,5
30.0,1,40.0,0,0.0,4
26.0,1,40.0,0,0.0,4
38.0,0,45.0,0,1.0,8
74.0,1,30.0,0,1.0,4
54.0,1,40.0,1,1.0,8
20.0,1,40.0,0,1.0,4
22.0,0,15.0,0,1.0,5
40.0,1,75.0,1,1.0,4
23.0,0,20.0,0,1.0,5
22.0,1,20.0,0,1.0,5
18.0,0,40.0,0,0.0,0
24.0,1,20.0,0,0.0,8
30.0,1,50.0,0,1.0,8
38.0,1,41.0,1,1.0,8
27.0,1,60.0,0,0.0,4
21.0,0,55.0,0,1.0,5
43.0,1,40.0,1,1.0,8
26.0,1,40.0,0,1.0,4
38.0,0,50.0,0,1.0,1
58.0,1,40.0,0,1.0,4
17.0,0,36.0,0,1.0,2
63.0,1,50.0,1,1.0,4
36.0,1,40.0,1,1.0,8
21.0,1,50.0,0,1.0,5
21.0,1,48.0,0,1.0,5
51.0,1,46.0,1,1.0,6
51.0,1,70.0,0,1.0,0
43.0,1,30.0,0,1.0,7
47.0,1,65.0,1,1.0,4
68.0,1,24.0,0,1.0,8
18.0,1,23.0,0,1.0,2
34.0,1,40.0,1,1.0,4
49.0,1,40.0,0,1.0,4
65.0,1,30.0,0,1.0,8
19.0,1,40.0,0,0.0,4
59.0,0,60.0,1,1.0,4
29.0,1,40.0,0,1.0,8
33.0,1,60.0,1,1.0,7
39.0,0,40.0,1,1.0,6
64.0,1,12.0,0,1.0,5
48.0,1,40.0,0,1.0,4
37.0,1,40.0,0,1.0,5
26.0,0,40.0,0,1.0,4
31.0,0,40.0,0,1.0,5
30.0,0,40.0,0,1.0,6
54.0,1,40.0,1,1.0,8
62.0,1,40.0,0,1.0,4
59.0,1,40.0,1,0.0,4
44.0,1,65.0,0,1.0,5
40.0,0,55.0,0,1.0,8
32.0,1,45.0,1,1.0,8
28.0,1,40.0,0,1.0,4
31.0,1,52.0,0,1.0,5
38.0,1,50.0,1,1.0,4
39.0,1,40.0,1,1.0,4
47.0,1,40.0,0,0.0,5
43.0,1,47.0,1,1.0,8
27.0,0,40.0,0,0.0,8
46.0,1,55.0,0,1.0,0
56.0,1,50.0,1,1.0,4
34.0,0,36.0,1,1.0,6
27.0,0,45.0,0,1.0,7
19.0,0,15.0,0,1.0,4
58.0,1,42.0,1,1.0,7
20.0,0,40.0,0,1.0,5
23.0,0,40.0,0,0.0,5
31.0,0,45.0,0,0.0,4
48.0,0,37.0,0,0.0,4
28.0,1,65.0,1,1.0,8
34.0,1,40.0,1,1.0,8
38.0,1,40.0,1,1.0,0
25.0,1,40.0,0,0.0,4
23.0,1,60.0,0,1.0,8
48.0,1,30.0,1,1.0,8
37.0,1,48.0,1,1.0,4
36.0,1,40.0,0,1.0,5
39.0,1,45.0,0,1.0,4
70.0,1,20.0,0,1.0,1
32.0,0,40.0,0,1.0,4
26.0,0,36.0,0,1.0,5
20.0,1,40.0,0,1.0,5
42.0,1,40.0,0,1.0,4
47.0,1,60.0,1,1.0,8
23.0,0,8.0,0,1.0,8
40.0,1,40.0,0,1.0,4
33.0,1,40.0,0,1.0,7
29.0,1,35.0,0,1.0,7
49.0,1,40.0,0,1.0,1
23.0,1,40.0,0,1.0,4
37.0,0,40.0,0,0.0,5
56.0,0,37.0,1,1.0,4
64.0,1,50.0,1,1.0,5
31.0,0,40.0,0,0.0,5
38.0,0,45.0,0,1.0,5
52.0,1,40.0,0,1.0,0
23.0,1,18.0,0,1.0,8
31.0,1,47.0,1,0.0,8
35.0,0,45.0,0,0.0,5
66.0,1,50.0,0,1.0,0
36.0,1,56.0,0,1.0,5
26.0,1,40.0,0,1.0,4
45.0,1,55.0,0,1.0,4
17.0,1,20.0,0,0.0,0
27.0,0,40.0,0,1.0,0
41.0,0,99.0,0,1.0,8
52.0,1,48.0,1,1.0,5
48.0,0,50.0,1,1.0,8
33.0,1,40.0,1,1.0,8
22.0,1,10.0,0,1.0,8
59.0,1,40.0,1,0.0,3
72.0,1,16.0,1,1.0,7
52.0,1,50.0,1,1.0,8
18.0,0,25.0,0,1.0,4
40.0,1,40.0,0,1.0,3
54.0,0,40.0,0,0.0,4
17.0,0,10.0,0,1.0,2
23.0,1,70.0,0,1.0,4
53.0,0,40.0,0,0.0,6
27.0,1,40.0,0,0.0,1
27.0,1,37.0,0,1.0,8
23.0,0,40.0,0,1.0,6
32.0,1,65.0,0,1.0,4
29.0,1,40.0,0,1.0,6
26.0,1,40.0,0,1.0,4
47.0,0,50.0,0,1.0,8
29.0,0,40.0,0,1.0,7
51.0,1,60.0,1,1.0,8
60.0,1,40.0,0,0.0,0
25.0,1,55.0,1,1.0,8
50.0,1,50.0,0,1.0,0
60.0,1,40.0,1,1.0,5
52.0,0,49.0,0,1.0,5
35.0,1,40.0,1,1.0,4
31.0,1,50.0,1,1.0,8
43.0,1,60.0,1,1.0,8
55.0,0,20.0,0,1.0,4
22.0,1,40.0,0,1.0,2
36.0,1,40.0,0,0.0,8
51.0,1,38.0,0,1.0,7
61.0,1,40.0,0,1.0,8
29.0,0,40.0,0,0.0,5
47.0,1,40.0,0,1.0,4
73.0,0,20.0,0,1.0,5
20.0,1,40.0,0,1.0,4
20.0,1,40.0,0,0.0,5
36.0,1,45.0,0,1.0,4
28.0,0,50.0,0,1.0,4
63.0,0,35.0,0,1.0,5
50.0,1,60.0,0,1.0,8
59.0,1,45.0,0,1.0,0
41.0,1,40.0,1,1.0,8
62.0,1,40.0,0,1.0,5
35.0,1,80.0,1,1.0,8
21.0,1,40.0,0,1.0,5
48.0,1,55.0,1,1.0,5
67.0,0,40.0,0,1.0,4
43.0,0,36.0,1,1.0,6
49.0,1,40.0,0,1.0,5
54.0,1,40.0,1,1.0,5
18.0,1,30.0,0,1.0,2
60.0,1,45.0,1,1.0,4
27.0,0,40.0,0,1.0,4
62.0,1,40.0,1,1.0,8
39.0,1,45.0,1,1.0,8
52.0,0,51.0,0,1.0,4
54.0,0,40.0,0,0.0,4
28.0,1,40.0,0,1.0,5
53.0,1,40.0,0,1.0,4
28.0,1,40.0,0,0.0,5
24.0,1,50.0,0,1.0,4
37.0,1,30.0,0,1.0,7
55.0,1,40.0,0,1.0,4
47.0,1,50.0,0,1.0,8
26.0,1,40.0,0,1.0,4
23.0,0,35.0,0,1.0,7
41.0,1,55.0,1,1.0,8
25.0,0,40.0,0,1.0,8
17.0,0,20.0,0,1.0,3
34.0,1,40.0,0,1.0,4
34.0,1,40.0,0,1.0,3
41.0,1,40.0,0,0.0,5
24.0,1,40.0,0,1.0,5
32.0,1,40.0,0,1.0,6
21.0,0,11.0,0,1.0,5
46.0,0,40.0,0,1.0,8
19.0,0,35.0,0,0.0,4
29.0,1,40.0,1,1.0,8
43.0,1,50.0,0,1.0,8
18.0,0,45.0,0,1.0,2
33.0,1,88.0,0,1.0,4
21.0,1,40.0,0,1.0,4
33.0,0,40.0,0,1.0,4
29.0,1,40.0,1,1.0,8
20.0,0,40.0,0,1.0,5
42.0,0,20.0,0,1.0,6
21.0,0,25.0,0,1.0,5
25.0,1,40.0,0,1.0,8
20.0,0,40.0,0,1.0,4
59.0,1,32.0,1,1.0,7
55.0,1,50.0,1,1.0,4
49.0,1,35.0,0,1.0,7
48.0,1,50.0,1,1.0,5
32.0,1,44.0,1,1.0,8
25.0,0,40.0,0,1.0,8
41.0,0,20.0,0,1.0,4
57.0,1,40.0,1,1.0,8
38.0,1,60.0,1,1.0,8
25.0,0,20.0,0,0.0,0
61.0,0,40.0,0,1.0,4
23.0,0,15.0,0,1.0,5
43.0,1,40.0,1,1.0,4
22.0,1,40.0,0,1.0,4
33.0,0,15.0,1,1.0,7
39.0,1,40.0,1,1.0,5
44.0,0,40.0,0,1.0,8
30.0,1,40.0,0,1.0,2
37.0,1,20.0,0,1.0,8
37.0,1,40.0,0,1.0,8
55.0,1,40.0,1,1.0,8
51.0,1,40.0,0,1.0,5
25.0,1,13.0,0,1.0,7
60.0,1,25.0,0,0.0,8
17.0,1,50.0,0,1.0,2
30.0,1,40.0,0,0.0,2
63.0,0,35.0,0,0.0,3
37.0,1,56.0,0,0.0,0
32.0,1,45.0,0,1.0,8
64.0,1,45.0,1,0.0,5
21.0,0,49.0,0,1.0,5
53.0,0,40.0,0,0.0,4
46.0,1,40.0,0,1.0,8
29.0,1,40.0,0,1.0,4
44.0,1,35.0,0,1.0,7
47.0,1,40.0,0,1.0,0
58.0,1,40.0,0,0.0,0
40.0,0,40.0,0,0.0,4
36.0,1,40.0,0,1.0,5
57.0,1,40.0,0,1.0,5
39.0,1,55.0,0,1.0,7
23.0,1,30.0,0,1.0,8
32.0,1,60.0,1,1.0,4
33.0,0,40.0,0,1.0,4
40.0,1,40.0,0,1.0,4
37.0,1,40.0,0,1.0,4
46.0,1,40.0,0,1.0,0
32.0,1,50.0,0,1.0,8
56.0,1,40.0,0,1.0,4
46.0,1,40.0,1,1.0,6
59.0,1,50.0,1,1.0,8
21.0,1,40.0,0,1.0,4
37.0,0,40.0,0,1.0,0
18.0,1,40.0,0,0.0,5
28.0,1,50.0,0,1.0,8
18.0,1,20.0,0,1.0,3
59.0,1,55.0,1,1.0,6
25.0,0,40.0,0,1.0,4
17.0,0,10.0,0,1.0,0
30.0,1,40.0,1,1.0,8
21.0,0,28.0,0,1.0,5
31.0,1,50.0,0,1.0,5
56.0,0,40.0,0,1.0,5
64.0,1,40.0,0,1.0,2
46.0,0,40.0,1,1.0,6
60.0,1,40.0,0,1.0,3
59.0,0,36.0,0,1.0,4
46.0,1,50.0,0,1.0,4
19.0,1,30.0,0,1.0,5
49.0,1,50.0,0,1.0,8
24.0,1,45.0,0,1.0,4
65.0,0,15.0,0,0.0,5
27.0,1,40.0,0,0.0,4
52.0,0,40.0,0,1.0,6
42.0,1,40.0,0,1.0,6
78.0,0,5.0,0,1.0,4
46.0,1,40.0,1,1.0,4
60.0,1,55.0,0,1.0,0
28.0,0,40.0,0,1.0,8
17.0,1,20.0,0,0.0,0
57.0,1,40.0,1,1.0,0
48.0,0,15.0,0,0.0,8
39.0,1,40.0,1,1.0,4
38.0,1,50.0,0,1.0,4
20.0,0,35.0,0,1.0,5
32.0,1,48.0,1,1.0,8
41.0,1,40.0,1,1.0,8
66.0,0,32.0,0,1.0,1
46.0,0,40.0,1,1.0,5
48.0,1,50.0,1,1.0,8
24.0,0,37.0,0,1.0,0
31.0,1,65.0,0,1.0,4
38.0,1,50.0,1,1.0,4
57.0,1,48.0,0,1.0,4
20.0,1,40.0,0,1.0,4
54.0,1,70.0,0,1.0,0
62.0,1,40.0,0,1.0,4
25.0,1,30.0,0,1.0,5
21.0,1,40.0,0,1.0,5
23.0,0,30.0,0,1.0,5
34.0,1,40.0,0,1.0,8
40.0,1,50.0,1,1.0,8
43.0,1,45.0,0,1.0,5
55.0,1,35.0,0,1.0,4
34.0,1,40.0,1,1.0,6
21.0,0,25.0,0,1.0,5
40.0,0,40.0,0,1.0,4
48.0,0,40.0,0,0.0,7
47.0,1,38.0,0,1.0,4
63.0,1,40.0,1,1.0,2
33.0,1,40.0,0,1.0,4
64.0,1,10.0,1,1.0,5
28.0,0,40.0,0,1.0,6
21.0,1,25.0,0,1.0,4
51.0,1,60.0,0,1.0,8
67.0,1,60.0,1,1.0,8
33.0,1,38.0,0,1.0,8
31.0,1,40.0,0,1.0,0
46.0,1,40.0,1,0.0,4
45.0,1,65.0,0,1.0,8
66.0,0,40.0,0,0.0,0
58.0,0,30.0,0,1.0,4
40.0,0,50.0,0,0.0,8
71.0,1,24.0,0,1.0,0
42.0,0,40.0,0,1.0,4
46.0,1,35.0,1,1.0,5
19.0,1,25.0,0,1.0,4
